Customer_ID,First_Name,Last_Name,Email,Phone,Gender,DOB,Address,City,State,Country,Postal_Code,Registration_Date,Customer_Segment
CUST531911,Ashley,Young,vcampbell@example.com,001-818-443-6554x187,Other,1978-10-24,"7495 Villa Path Apt. 535, South Michael, OK 99333",East Tiffany,South Carolina,Guernsey,26313,2020-11-12,Retail
CUST081915,Michael,Rivas,johnsonjennifer@example.com,275-358-7542,Male,1955-01-27,"18338 Stephanie Parks, New Nicoleland, MD 80736",Emilyburgh,New Hampshire,Lao People's Democratic Republic,62032,2021-06-02,Corporate
CUST014194,Robin,Davis,david18@example.com,976.849.2339x89219,Other,1992-12-09,"26386 Bernard Mills Suite 564, Powerstown, SC 72177",Port Douglaston,Iowa,Paraguay,02358,2024-08-06,Corporate
CUST203327,Arthur,Gutierrez,brandonmonroe@example.com,+1-399-611-1411x917,Other,1996-02-26,"113 Jones Points, Annefurt, RI 35827",Williamland,Illinois,New Caledonia,15399,2022-05-28,SMB
CUST809124,Kimberly,Obrien,trantyler@example.net,529-439-4895x915,Male,1999-06-02,"Unit 2027 Box 3225, DPO AA 65813",Johnfort,Alaska,British Virgin Islands,16974,2023-04-29,Corporate
CUST318664,Jose,Reynolds,stephensjerry@example.net,873-927-9273,Male,1961-04-26,"82048 Ryan Rest Apt. 157, Mezachester, SC 62158",Linmouth,Kansas,Algeria,85512,2021-10-30,Retail
CUST543995,Nicholas,Nichols,amy52@example.net,(935)625-0519x2963,Other,1962-11-24,"692 Davis Highway Apt. 183, Lake Dawnport, TN 01384",Lake Rodneychester,California,Latvia,00768,2020-06-06,Corporate
CUST978595,Derek,Estrada,berrynicholas@example.com,511.930.5413x911,Male,2000-09-09,"846 Gordon Crest Suite 123, Lake Sherryport, IN 95218",East Marychester,Nebraska,Chile,84538,2020-09-12,Retail
CUST593961,William,Jones,coxthomas@example.org,936-890-1207x849,Other,1958-06-29,"Unit 2216 Box 8960, DPO AA 14518",Littlefurt,South Carolina,Venezuela,46331,2023-12-26,SMB
CUST830199,Donna,Harris,kimberly82@example.com,529-627-1710x485,Female,1980-11-20,"Unit 4121 Box 1767, DPO AE 42377",New Melvin,Massachusetts,Hungary,63717,2021-01-03,SMB
CUST629621,Anna,Haynes,joshua88@example.com,9293034578,Female,1978-09-21,"78171 Logan Fork Suite 423, New Scott, MT 04032",Mariaborough,Oregon,Costa Rica,81754,2022-08-15,Corporate
CUST236593,Robert,Bailey,jonathanlopez@example.net,621.779.4913x136,Female,2002-03-25,"243 Brown Shores Apt. 800, Rachelville, PA 47128",South Pamelaport,Colorado,Portugal,32978,2023-08-07,Retail
CUST771125,Amy,Smith,david48@example.org,7887883050,Female,1994-07-07,"6401 Larry Fields Suite 412, Lake Josephtown, FL 46503",Lake Veronica,Kentucky,Mauritania,72775,2021-05-31,Corporate
CUST854706,Gwendolyn,Johnson,ortizryan@example.org,556-453-8231x8356,Female,1970-05-31,"72860 Wallace Mission, Barretthaven, VI 27589",Lorichester,Nebraska,Namibia,26239,2021-01-06,Corporate
CUST215180,Shawn,Swanson,birdvalerie@example.org,(500)202-0423x90055,Other,1977-03-31,"064 Michael Expressway Suite 395, North Benjaminmouth, AK 34974",Nicolemouth,New Jersey,Ecuador,88777,2023-09-08,Corporate
CUST482166,Joseph,Kent,blairkatie@example.org,+1-367-775-1877x9596,Female,1992-05-10,"90747 Jeffery Station, Johnport, MO 38511",Clementsmouth,Virginia,Germany,74885,2021-01-30,SMB
CUST871410,Margaret,Navarro,bhill@example.net,001-206-512-4253,Female,1973-09-15,"9848 Moon Lake Apt. 220, North Tracichester, GU 94664",Shelleyview,Connecticut,Wallis and Futuna,35073,2023-07-21,Corporate
CUST575607,Jason,Mann,jacqueline85@example.com,(747)483-3649x0333,Other,1991-04-17,"Unit 5184 Box 7467, DPO AP 09434",Port Michael,Nebraska,Saint Lucia,02657,2021-05-22,SMB
CUST915034,Amber,Horton,nortondavid@example.com,405-713-0842,Female,1974-10-12,"1226 Morgan Manors, Lake Kimberly, GA 32229",North Catherineshire,Indiana,Zimbabwe,16561,2021-07-29,SMB
CUST326028,Steven,George,tapiadonald@example.org,(580)769-4632x80840,Other,2004-02-03,"047 Smith Mills, Port Joshualand, PR 33958",New Charles,Florida,Netherlands,04480,2022-08-29,Retail
CUST807404,Leonard,Savage,howardchristopher@example.net,662.586.7077x208,Female,1962-06-07,"01269 Amy Road Apt. 870, Lake Williamville, SD 06916",New Frank,Connecticut,South Africa,56390,2024-01-16,Corporate
CUST867493,Samantha,Mccoy,edwardsduane@example.org,220-467-2159,Female,1964-11-02,"568 Gray Pass Suite 121, East Christopher, NY 40567",Jimenezton,Maryland,Jordan,51438,2021-09-30,Corporate
CUST225524,Brittany,Johnston,qwright@example.org,+1-749-613-0545x3713,Female,1993-05-28,"423 Andrea Fork Suite 659, Seanstad, OH 46640",South Davemouth,Iowa,Guam,81853,2022-01-03,Corporate
CUST737915,Elizabeth,Ortiz,chenpatricia@example.org,582-867-2887,Male,1982-10-19,"7283 Rodriguez Island Suite 153, Kennethland, OR 56823",West Danielle,Georgia,Saint Helena,99023,2023-09-19,Corporate
CUST688045,Gabrielle,Hunt,chasesmith@example.org,(510)357-9958x31814,Male,1974-07-28,"823 Lynch Throughway, Natalieshire, SD 68354",Brianchester,Kansas,Taiwan,57416,2020-11-13,SMB
CUST864693,Heidi,Barker,davistonya@example.com,4979900262,Female,1955-03-22,"60606 Gomez Place, North Heidi, GU 18192",North Benjamin,Oklahoma,Bermuda,65754,2024-07-02,Corporate
CUST553312,James,Schmidt,floresshawn@example.net,(532)814-5567x7437,Male,2000-10-12,"5050 Silva Rest Apt. 689, Port Brandonmouth, AZ 23326",New Richard,Nevada,China,50242,2022-02-12,Retail
CUST733031,Richard,Smith,shannon74@example.com,406.677.9069x8331,Female,1961-03-11,"0899 Samuel Estate, Port Joseph, IN 39584",Tamarachester,Illinois,Norway,13945,2024-06-14,Corporate
CUST720005,Patricia,Richardson,karen63@example.net,(293)980-0937,Male,1966-01-12,"86773 Jessica Square Apt. 856, New Sara, OR 30538",North Paulaton,Georgia,Finland,61551,2024-06-09,SMB
CUST627168,Denise,Brown,jason82@example.net,(718)409-3104,Male,1979-02-24,"20028 Mitchell Valley, Lake Jennifer, NV 56294",Kerrmouth,Tennessee,Croatia,25187,2022-02-15,Retail
CUST740633,Shawn,Jones,willienicholson@example.net,001-260-369-0575,Female,1993-12-19,"770 Beth Place Apt. 564, North Josephville, CT 01987",Lake Dustinfort,New York,Colombia,74888,2022-06-03,Retail
CUST619173,Claudia,Black,sextonlaura@example.com,(783)954-1043x484,Male,1977-03-23,"874 Anthony Path, Robertfurt, AK 13965",Lake Elizabethville,Iowa,Chad,27086,2022-11-02,SMB
CUST968953,Susan,Green,taylor50@example.net,(632)667-2170,Other,1976-06-11,"266 Garcia Summit Apt. 599, Burkeberg, FM 60544",Littleville,Iowa,Bhutan,56697,2022-06-12,Corporate
CUST932394,Amy,Arnold,zthompson@example.net,+1-431-641-0525x815,Male,1963-06-09,"3245 Erica Place Suite 299, New Sarahaven, AL 99282",Benjaminberg,California,Madagascar,35721,2021-12-29,Retail
CUST569158,Tamara,Gonzalez,dawsonrichard@example.org,(731)614-7195x551,Female,1990-03-24,"77012 Max Haven, Moorefurt, PW 65582",East Terri,Wisconsin,Kiribati,92079,2020-07-16,Retail
CUST219567,Cindy,Mcdaniel,mariah02@example.net,501.641.9260x74146,Other,1990-03-09,"41415 Henry Port Apt. 690, North Matthew, VT 87178",Taylorfort,Illinois,Algeria,87025,2022-01-07,SMB
CUST208453,Aaron,Morris,garciadonald@example.org,561.843.6494x7695,Other,1994-06-27,"9560 Rachel Tunnel Suite 810, West Carmenview, NV 20664",Joeville,California,Papua New Guinea,96601,2022-03-30,Retail
CUST747225,Teresa,Gordon,holmesandrea@example.net,658.708.8941,Male,1976-11-12,"86666 Cox Glens Apt. 032, Millermouth, MI 13993",Johnsonville,New Jersey,Monaco,41232,2021-01-01,Corporate
CUST056855,Carolyn,Johnson,cervantesdeborah@example.com,314-974-3137x835,Male,1969-07-06,"551 Christopher Dale Apt. 762, Millerbury, ID 21116",Tuckermouth,New Jersey,Czech Republic,36665,2023-03-24,Retail
CUST817529,Amy,Smith,logan43@example.org,+1-688-754-5562x728,Other,1987-10-31,"257 Cooper Road Suite 594, Jonathanmouth, CT 54643",East Carlaview,Illinois,Myanmar,68629,2023-04-23,Retail
CUST175264,Samuel,Ortiz,isabellamarshall@example.org,001-566-997-6352x441,Other,2004-11-23,"45318 Michael Ridges, Fitzgeraldview, ME 93072",Teresachester,Colorado,French Guiana,03385,2021-10-29,SMB
CUST149469,Robert,Johnson,jonesamy@example.com,001-242-868-2635,Female,1960-01-26,"9815 Rachel Well Apt. 749, Port Jamie, WI 24203",West Catherine,Alabama,Mauritania,54486,2020-11-03,Retail
CUST406260,Jacob,Riley,vchavez@example.net,(441)996-7618x98522,Male,1986-06-27,"602 Madden Garden Suite 480, Bartonborough, CA 84874",Joestad,Texas,Lao People's Democratic Republic,54069,2021-11-14,Retail
CUST301423,Evan,Smith,alexisfoster@example.net,883-493-0119x6927,Male,1954-11-21,"PSC 6093, Box 1550, APO AA 43467",Gayland,Alaska,Antigua and Barbuda,10155,2024-02-02,Corporate
CUST221746,Jerry,Daniels,nancy74@example.com,203-870-2342x90986,Female,1975-07-24,"988 Johnson Harbors Apt. 394, Nicholasview, AR 90065",Reevesstad,Maine,Georgia,83229,2020-07-21,SMB
CUST425296,Jamie,Nelson,carrolldavid@example.net,280.608.8260x06030,Female,1961-09-28,"046 Torres Fall, Bakerhaven, OH 66148",Bradystad,New Hampshire,Cocos (Keeling) Islands,83075,2021-08-09,SMB
CUST332038,Sarah,Stewart,goodwindeborah@example.com,811.881.9291,Female,1980-06-02,"PSC 2998, Box 0804, APO AP 45685",Timothyhaven,Kansas,Belgium,87681,2021-09-12,Retail
CUST747543,Kyle,Barrera,davischristopher@example.org,991-537-9656,Female,1955-07-25,"1763 Daniel Lodge, Danielleton, FL 81766",Shellybury,South Carolina,Tuvalu,07036,2025-04-04,Corporate
CUST886368,Sara,Rivera,jacksonrandy@example.com,281-442-6686,Female,2006-05-24,"57713 Richard Shore, New Christina, NH 58983",North Kevin,Oklahoma,Timor-Leste,40986,2024-08-14,Corporate
CUST613860,Jeffrey,Solomon,johnsoncasey@example.com,001-983-436-8547x56374,Male,1968-02-09,"3087 Johnson Port Apt. 115, New Reneemouth, WV 16867",South William,Indiana,Iraq,71949,2020-06-15,SMB
CUST507960,Ashley,Williams,thomaskenneth@example.net,364-741-4431x2997,Other,1995-01-06,"4945 Gallagher Hills Suite 499, Teresamouth, NV 93916",Jennifermouth,Connecticut,Antarctica (the territory South of 60 deg S),57663,2024-11-08,SMB
CUST460578,Tracie,Pacheco,veronicajackson@example.com,670.375.7633,Female,1995-03-19,"92660 Tammy Groves, Jayport, NM 81977",Cynthiaport,Virginia,Zambia,23924,2020-09-20,SMB
CUST297363,Dana,Sanchez,bkemp@example.net,(209)935-4628x089,Other,1960-10-26,"9256 Ronnie Station, Millermouth, NE 60359",West Spencerchester,Massachusetts,Moldova,32518,2023-08-14,SMB
CUST732055,Sally,Brown,samantha04@example.com,(902)879-3398x0548,Female,1963-03-29,"PSC 2088, Box 6468, APO AA 70111",Gabrielland,North Dakota,South Georgia and the South Sandwich Islands,19409,2023-12-01,Retail
CUST474905,Cody,Lawson,ryan41@example.net,(697)486-1394,Male,1965-10-04,"001 Washington Rue, Lake Michelle, HI 13552",North Charles,Ohio,Burkina Faso,62977,2024-06-26,Corporate
CUST950258,Brenda,Newman,vgriffith@example.org,(381)698-3901,Female,1991-12-08,"450 Goodwin Islands, Wilsonborough, CT 45620",New Ronald,Georgia,Cocos (Keeling) Islands,70477,2023-12-28,Corporate
CUST209431,Melissa,Molina,monica99@example.org,(748)294-9627x2065,Female,1980-04-10,"828 Wendy Route, Alexanderside, VI 98074",Hartland,Nevada,United Kingdom,60485,2021-06-13,SMB
CUST724332,Stacey,Vang,qflores@example.net,001-374-461-9662x0819,Female,1980-08-08,"987 Scott Unions Apt. 209, South Cynthiafurt, MA 97142",New Madison,New Jersey,Guinea,89110,2022-10-09,Corporate
CUST468743,Jose,Allen,justin98@example.org,940.601.3888x09007,Other,1968-08-05,"34443 Joshua Way Apt. 996, South Andreafort, HI 47048",North Erica,Alabama,Saint Kitts and Nevis,00973,2025-03-28,Corporate
CUST913247,Carolyn,Campbell,osimmons@example.net,001-461-317-3498x082,Other,1973-05-06,"761 Brian Bypass, Ericville, VT 08750",Michaelton,Rhode Island,Nigeria,39653,2021-03-25,Retail
CUST477774,Jamie,Roberson,bonniewalker@example.net,453.551.0125,Other,2004-03-02,"2737 Theresa Unions, Johnsonshire, VT 95588",South Kelly,Montana,Cayman Islands,96868,2021-08-15,Retail
CUST259996,Lisa,Hernandez,saragraves@example.org,(471)437-9684x972,Female,1973-02-23,"1057 Kristen Drives, Burnsshire, GU 30615",Ayerston,Pennsylvania,Peru,48013,2021-06-06,SMB
CUST237815,Brandi,David,millerdanielle@example.net,883-880-2675,Female,1975-10-29,"9777 Kelley Loaf, Ballardmouth, OR 61175",Masonmouth,Virginia,Kyrgyz Republic,12378,2022-02-19,SMB
CUST704560,John,Jackson,deniseriddle@example.net,001-392-879-9522x386,Other,1954-09-18,"14005 Kelly Prairie, Kathrynview, WA 31444",North Ariel,Alabama,Armenia,67863,2025-03-02,Retail
CUST871445,Lisa,Steele,qsingh@example.net,417-533-4617x83962,Female,1995-02-13,"097 Murray Junctions, Port Maurice, IN 21393",Port Georgeland,Delaware,American Samoa,87032,2023-02-08,Corporate
CUST836697,Todd,Logan,dustin05@example.com,417-737-6402x159,Other,1965-06-21,"7187 Steele Knoll, Jesseberg, SC 43007",Lake Alexismouth,New Hampshire,Aruba,18368,2024-02-17,Retail
CUST831153,Eric,Hines,crystal90@example.net,+1-473-983-0371,Male,1971-12-28,"7105 Nathan Vista Suite 819, Evelynchester, PA 43581",Justinmouth,Ohio,Anguilla,12951,2022-06-15,Retail
CUST010332,Derrick,Maxwell,david59@example.org,001-335-509-2677x011,Male,1965-04-11,"52748 Larson Viaduct, Jasonfort, AR 83305",Onealburgh,Vermont,United Arab Emirates,33142,2025-02-28,Corporate
CUST007312,Erica,Lloyd,bmiller@example.net,893.291.8615,Female,1991-06-02,"610 Paul Forges Suite 536, Lake Annside, LA 08960",Hickmanshire,Arizona,Djibouti,84740,2023-02-07,SMB
CUST278122,Annette,King,jharris@example.net,001-953-739-4579x804,Male,1974-06-03,"390 Harris Turnpike, West Jenniferberg, NH 89898",Lake Kimberly,Michigan,Tonga,20987,2024-10-09,SMB
CUST622054,Dennis,Clark,hunteramy@example.com,784.280.2977x5773,Male,2005-10-14,"36673 Beck Viaduct, West Charlesbury, AK 33554",Amyport,Georgia,Eritrea,62125,2022-03-31,Retail
CUST677213,Brandon,Fitzpatrick,meganfranklin@example.com,206.649.5891x7550,Male,1990-10-31,"6576 Chung Station, New Donald, HI 37617",Jamesview,Colorado,Guinea-Bissau,20487,2023-07-12,Corporate
CUST902102,Steven,Sutton,twilliams@example.org,(329)652-2026,Male,2007-01-31,"153 Harris Lodge, South Leslie, MA 02051",Wernershire,Oklahoma,San Marino,34145,2024-09-28,SMB
CUST240364,Jennifer,Perez,browneric@example.org,279-793-2485x353,Male,1960-04-03,"790 Olson Plaza Apt. 769, Davidbury, NV 38225",South Cherylstad,Vermont,Spain,32747,2023-04-07,Corporate
CUST417817,Jennifer,Johnston,lonnie50@example.net,001-445-880-1493x765,Other,1991-09-30,"896 Carolyn Mill, Khanberg, CA 42532",Phillipborough,Indiana,Japan,32806,2022-06-06,Retail
CUST415672,Michael,Levine,ksanchez@example.net,001-752-536-7628x568,Male,1994-04-23,"938 Chavez Mill Suite 570, Lake Jeremy, NE 42060",Millershire,Ohio,Seychelles,22796,2021-01-28,SMB
CUST731808,Dale,Sanchez,matthewcollins@example.net,+1-851-758-7888x97511,Female,1977-09-16,"5920 Stanley Court Suite 799, North Matthewburgh, MH 54222",East Christopher,North Carolina,Bahamas,48040,2023-04-14,Corporate
CUST766584,Roger,Thompson,trananne@example.com,(819)983-4166x474,Other,1992-09-08,"9374 Gomez Divide Suite 423, Greenmouth, AZ 76610",Lake Marissashire,South Dakota,Mauritius,05608,2023-12-15,Corporate
CUST085552,Bryan,Clark,jenniferbartlett@example.com,001-383-367-2045x897,Other,1997-07-08,"92336 Anthony Terrace, Taylorhaven, DC 02036",Lake Stevenland,Wyoming,Syrian Arab Republic,34371,2024-03-15,Corporate
CUST019685,Haley,Soto,dyang@example.org,+1-249-306-5760,Male,1958-01-08,"78780 Hines Canyon, South Andrewberg, OR 05599",Foleyshire,Maine,Austria,85906,2021-04-22,Retail
CUST530763,Patrick,Lopez,gduffy@example.org,(445)445-8697x0593,Other,1961-12-20,"66987 French Field, Vaughnport, FM 03277",Lake Ashley,North Carolina,Hong Kong,20159,2021-05-16,Retail
CUST777404,April,Dixon,rogersdawn@example.org,(795)672-5149,Other,2004-04-08,"9074 Daniels Curve, East Christopher, NH 86135",Chaseberg,Texas,Swaziland,24362,2021-07-08,Retail
CUST495735,Joshua,Ray,lisa36@example.com,993-509-2628x24898,Male,1971-11-09,"2384 Martin Club Apt. 808, Stevenmouth, PW 69484",West Heather,California,Anguilla,52062,2020-12-29,Retail
CUST296320,Geoffrey,Williams,darlenemartinez@example.net,001-461-407-6402,Male,1967-05-28,"311 Hughes Forks, Jaredland, GA 05828",Isabelfurt,Iowa,Somalia,41151,2022-02-12,Retail
CUST556034,Tara,Hudson,heathermassey@example.net,712.678.2786x5913,Female,1982-10-09,"1926 Kayla Courts Apt. 625, Jensenstad, NE 22399",North Richardton,Louisiana,Malta,62112,2022-08-30,Corporate
CUST944883,Anne,Martin,elizabeth60@example.com,897-596-8538,Female,2001-05-26,"44653 Woods Hills Suite 710, Cantrellton, GA 82609",Lewisside,Texas,Hong Kong,35651,2025-01-10,Retail
CUST806639,Abigail,Ramos,gmorgan@example.net,459-953-1739,Male,1970-03-01,"70802 James Island, Austinton, ID 02143",South Nicole,New Mexico,Isle of Man,06648,2024-03-17,SMB
CUST534783,Logan,Beck,jasminemoss@example.org,+1-755-445-0176x33778,Male,1991-09-23,"USNV Becker, FPO AE 98918",Darrellbury,Minnesota,Germany,00887,2022-02-05,SMB
CUST288449,John,Lopez,alexperry@example.org,001-947-903-6315x511,Female,1964-07-31,"41305 Nicholas Avenue, North Karlburgh, KS 51716",Ianburgh,Montana,Northern Mariana Islands,74991,2021-11-14,Retail
CUST813133,Jorge,Mccall,cortezamy@example.com,223.470.0920x26940,Male,1988-01-08,"7912 Mary Lights Apt. 677, Port Cameronhaven, RI 85643",Watsonburgh,Arizona,Gambia,77404,2025-05-06,SMB
CUST812798,Melissa,Fleming,randyayala@example.org,5884427847,Other,1999-09-19,"913 Frank Springs, East Jessica, WI 94086",New Brittany,Pennsylvania,Indonesia,68497,2024-10-08,SMB
CUST055920,Robert,Jenkins,ocollins@example.com,509-676-2197x66952,Female,1994-05-13,"026 Valerie Pine, Johnhaven, SC 74962",Jimenezburgh,Montana,Israel,67764,2024-06-17,SMB
CUST193492,Sarah,Davis,emmaschmitt@example.org,4423684217,Female,2005-04-30,"USCGC Finley, FPO AP 39828",Lake Sarahtown,North Carolina,Cook Islands,97064,2022-05-07,SMB
CUST479290,Danielle,Gutierrez,gomezamy@example.org,2179131388,Male,1984-04-02,"40720 Elizabeth Locks Suite 407, West Brandon, UT 95411",Guerrafort,Ohio,Poland,12343,2024-01-23,Retail
CUST686926,Sarah,Stevens,garciaemily@example.org,827-511-4177x388,Male,1956-10-12,"875 Anthony Glens Apt. 843, Sanchezmouth, IN 28426",East John,Maryland,Peru,98913,2024-03-01,SMB
CUST765258,Michael,Conley,elizabethlarson@example.net,(710)403-0522,Other,1973-07-21,"72322 Vincent Spur Apt. 631, Margaretburgh, FL 49716",East Kristen,Kentucky,Chile,16827,2021-04-24,Corporate
CUST833675,Theresa,Peters,loribarnes@example.org,763-557-9573x3410,Female,2005-01-12,"0740 Martin Junctions, South Zoe, MO 52595",Dianeside,Texas,Dominican Republic,14517,2022-01-17,Corporate
CUST700173,Gregory,Martin,qwilliams@example.org,462.665.4094,Other,1966-01-31,"385 Nguyen Shoals, Port Lori, TX 71631",Kington,Minnesota,Iceland,00741,2024-04-08,Corporate
CUST522080,Robert,Reed,joseph91@example.com,+1-534-713-1671x827,Male,1957-06-20,"50817 Wilkins Views Apt. 305, Brendamouth, NV 96954",West Brentburgh,Rhode Island,Ghana,63847,2020-06-10,Corporate
CUST344765,Melody,Hensley,ghall@example.net,929-594-8490x1794,Male,1977-06-29,"7285 Molina Groves Suite 653, Holmesview, NM 56244",New Ambertown,New Jersey,Bahrain,04709,2023-09-09,SMB
CUST856016,Nicholas,Williams,dorothy43@example.org,+1-238-749-2840,Female,1954-09-10,"2039 Kennedy Crossing, South Zachary, NY 16078",Johnsonborough,Maine,Tuvalu,87051,2023-05-12,Retail
CUST295477,Mark,Patterson,charlesle@example.net,752.507.2737,Male,1987-05-04,"83940 Katherine Court, Jonesberg, IA 07608",Port Rebecca,Arizona,Burundi,18862,2022-08-16,SMB
CUST166887,Scott,Rivera,hdelgado@example.com,649-621-0390x526,Female,1961-10-14,"685 Vanessa Course, Garzafurt, AZ 76244",Davidside,North Carolina,American Samoa,74980,2024-12-13,Corporate
CUST316660,Stephanie,Barrett,barajasdavid@example.org,418-217-3971x481,Male,1959-01-21,"1919 Kayla Views Apt. 071, North Taylor, SD 91928",Hillton,Massachusetts,Brunei Darussalam,62263,2021-08-28,Corporate
CUST433791,Carrie,White,tsmith@example.org,(862)262-2252x0813,Male,1956-01-20,"849 Horn Plains, East Kristy, MO 76708",Erikstad,Kansas,Liberia,93674,2020-06-27,SMB
CUST471095,Gloria,Gonzalez,brighttony@example.org,(655)843-2447x788,Other,2002-04-05,"PSC 6563, Box 2359, APO AE 74765",Yorkside,California,Panama,34348,2024-06-27,Corporate
CUST417456,Monica,Jensen,kevingomez@example.net,791.564.4613,Female,1986-09-17,"8722 Jordan Island Apt. 688, Nicholasburgh, NC 44416",Port Mary,Connecticut,Sudan,30029,2023-11-27,SMB
CUST137383,Nicole,Robertson,michellewilliams@example.net,524.687.8626x1873,Female,1977-07-20,"93174 Larry Road, New Christopherfort, ID 49615",Port Christopher,Arkansas,Canada,48144,2025-05-08,Corporate
CUST351039,Sean,Franklin,jamesjohnson@example.net,+1-464-834-7479x593,Other,1991-04-26,"8746 Nichols Drives Apt. 884, Adamhaven, ND 59006",Jasonmouth,Maryland,Czech Republic,09568,2024-05-28,Retail
CUST626559,Tracy,Coleman,blake66@example.net,835-746-8117,Male,1984-12-05,"USS Herring, FPO AA 80710",Brianhaven,Nebraska,Haiti,25873,2023-07-15,SMB
CUST986196,Ruben,Taylor,jason67@example.net,001-308-895-3489x2438,Other,1973-08-20,"854 Reed Mountain, Alvaradoton, NJ 81183",East Cynthiahaven,Rhode Island,American Samoa,37657,2024-02-20,Corporate
CUST672468,Joseph,Snyder,clayhaley@example.net,+1-447-772-9593x017,Male,1980-01-21,"0983 Mary Hills, Lake Devon, ID 39293",West Antonioport,Minnesota,Cuba,79922,2020-11-19,Corporate
CUST975611,Tammy,Chavez,claytonkennedy@example.net,573.439.5501x5438,Female,1957-09-01,"8899 Fischer Roads Apt. 202, East Richard, NJ 79295",Grimesport,Delaware,Norway,47662,2023-04-15,Retail
CUST486796,Brenda,Harvey,juliamoss@example.com,001-872-252-9860x53854,Female,1957-11-11,"403 Luis Avenue, Michelleberg, SC 22771",South Christina,New Hampshire,Saint Martin,50231,2021-08-05,SMB
CUST248041,Jennifer,Pierce,inavarro@example.org,9042667119,Male,1973-01-17,"172 Hart Place Apt. 106, South Evanfurt, NV 40354",East Tammy,Iowa,Congo,48205,2023-09-20,Retail
CUST815159,Stephen,Gray,james78@example.net,546-658-4960,Male,1985-07-18,"6173 Willis Summit Apt. 218, South Taraborough, NC 56727",South Jessicaborough,Ohio,Italy,34690,2024-08-02,SMB
CUST060687,Tonya,Zavala,justin78@example.net,6477513486,Male,1975-07-26,"9347 Michael Corner Suite 704, Harrischester, OK 25387",Jeremyton,Texas,Nicaragua,28379,2025-03-31,Corporate
CUST957787,Robin,Rodriguez,marymatthews@example.org,001-668-995-2350x518,Female,1988-03-05,"29849 Amy Well Apt. 228, Garciaberg, OH 49161",New Joannahaven,Oregon,Korea,47739,2023-09-12,SMB
CUST843960,Stephanie,Herrera,jeffreylopez@example.net,+1-404-379-0783x7370,Female,1969-05-27,"243 Moore Fort Apt. 576, Onealview, FL 71155",Edwardton,Oregon,Congo,93756,2024-12-15,SMB
CUST324083,Andrea,Robertson,nathanielhill@example.net,+1-697-214-9585,Female,2001-06-19,"975 Lara Crossing Apt. 117, Burtonstad, MO 61414",Livingstonview,Georgia,Equatorial Guinea,11956,2025-03-19,Retail
CUST401916,Shannon,King,jordanferrell@example.com,928-735-6772x8325,Other,1969-09-27,"9050 Smith Corner, Janetton, KY 05153",Popemouth,Nevada,Czech Republic,86310,2023-12-13,Corporate
CUST851003,Timothy,Nichols,ejones@example.com,2156358017,Other,2007-03-01,"070 Vega Fort Apt. 311, Joshuashire, TN 54304",New Teresa,Ohio,Belarus,99111,2020-05-21,Retail
CUST881636,Denise,Harrison,hendrixann@example.org,342-900-8714,Male,1980-06-03,"603 Meyers Junctions, Keymouth, NH 89621",East Amyhaven,Arizona,Japan,99016,2020-06-07,Retail
CUST490684,Steven,Delacruz,robertsmith@example.com,001-238-652-4455x7543,Male,1960-04-20,"678 Kristen Falls Apt. 826, West Brady, WV 33235",Morristown,Indiana,Malawi,39646,2023-11-24,SMB
CUST777663,Rachel,Perry,barbara06@example.com,923-952-6136,Other,1972-01-28,"Unit 3503 Box 1309, DPO AE 17020",South Tammy,North Dakota,Mayotte,65733,2022-08-31,SMB
CUST741878,Robert,Diaz,kristinjackson@example.net,721-435-5848x69109,Other,1960-03-05,"9181 Tiffany Fords Apt. 394, Port Anitatown, KY 09766",Fletcherbury,Montana,Sudan,63118,2022-10-18,Retail
CUST463279,Wesley,Rodriguez,glenn60@example.com,+1-910-993-8461x37220,Other,1981-12-20,"98958 David Island Suite 331, Mistyborough, WA 95548",Lake Benjamin,Maine,Guyana,75368,2022-11-18,Corporate
CUST022959,Catherine,Gates,antoniojohnson@example.com,+1-425-871-0524x5940,Male,1965-03-04,"33488 Woods Fork, Floydmouth, KS 45371",Port Michael,Arizona,Saint Pierre and Miquelon,62011,2021-04-01,Retail
CUST199819,Raymond,Harper,lfischer@example.com,(239)999-4073x311,Female,1968-12-23,"8724 Martinez Center, Lake Wayne, SC 77848",New Austinhaven,Alaska,Norway,74493,2021-12-10,SMB
CUST659272,Michael,Rollins,rebecca89@example.net,616-947-9048x9983,Other,2000-09-24,"Unit 7008 Box 0141, DPO AE 96860",West Mikeport,Vermont,Uzbekistan,44523,2022-03-26,Retail
CUST520241,Francisco,Pacheco,vanessamcfarland@example.net,(624)549-6899x159,Female,1978-04-16,"5584 Nicole Roads Apt. 680, Elizabethhaven, AL 81960",New Jenniferport,Massachusetts,Lithuania,17394,2025-03-15,Retail
CUST619016,Sara,Robertson,wmartin@example.org,001-334-777-0122x49051,Female,2003-04-09,"066 Carol Spurs Apt. 645, North Robert, IN 92623",West Donnachester,Indiana,Lao People's Democratic Republic,26706,2025-05-11,Corporate
CUST296192,Joel,Johnson,james77@example.com,9089437472,Female,1956-12-29,"8497 Daniel Creek, Scottbury, OR 97716",New Stevenview,Florida,Korea,67510,2022-10-27,Retail
